cve_periodo,cve_periodo_alta,dat_fecha_disposicion,dat_fecha_vencimiento,dat_monto_credito_dispuesto,dat_responsabilidad_total,dat_saldo_princ_inicio,dat_saldo_princ_fin,dat_monto_pago_exigible_acred,dat_monto_pagado_efec_acred,dat_monto_intereses_pagados,dat_tasa_bruta_periodo,dat_num_vencidos,cve_situacion_credito,id_disposicion,ventana
201206,200908,200908,201404,0,1619702,1600000,1600000,438769,0,0,14.3,30,1,304007220050SE0005301Y9000_339,28
201207,200908,200908,201404,0,1638769,1600000,1600000,458471,0,0,14.3,61,1,304007220050SE0005301Y9000_339,29
201208,200908,200908,201404,0,1658471,1600000,1600000,478173,58472,58472,14.3,0,1,304007220050SE0005301Y9000_339,30
201209,200908,200908,201404,0,1619701,1600000,1600000,419701,0,0,14.3,30,1,304007220050SE0005301Y9000_339,31
201210,200908,200908,201404,0,1638768,1600000,1600000,858788,38768,38768,14.3,0,1,304007220050SE0005301Y9000_339,32
201211,200908,200908,201404,0,1619702,1600000,1200000,434002,429236,19702,14.3,0,1,304007220050SE0005301Y9000_339,33
201301,200908,200908,201404,0,1214300,1200000,1200000,443853,29077,29077,14.3,0,1,304007220050SE0005301Y9000_339,35
201302,200908,200908,201404,0,1214777,1200000,1200000,428123,0,0,14.3,28,1,304007220050SE0005301Y9000_339,36
201303,200908,200908,201404,0,1228123,1200000,1200000,428123,0,0,14.3,59,1,304007220050SE0005301Y9000_339,37
201304,200908,200908,201404,0,1242900,1200000,1200000,857518,34550,34550,14.3,29,1,304007220050SE0005301Y9000_339,38
201305,200908,200908,201404,0,1222650,1200000,800000,432501,426042,22650,14.3,0,1,304007220050SE0005301Y9000_339,39
201306,200908,200908,201404,0,809851,800000,800000,409851,0,0,14.3,30,1,304007220050SE0005301Y9000_339,40
201307,200908,200908,201404,0,819384,800000,800000,429236,19385,19385,14.3,0,1,304007220050SE0005301Y9000_339,41
201308,200908,200908,201404,0,809850,800000,800000,409850,9850,9850,14.3,0,1,304007220050SE0005301Y9000_339,42
201309,200908,200908,201404,0,809851,800000,800000,419384,0,0,14.3,28,1,304007220050SE0005301Y9000_339,43
201310,200908,200908,201404,0,819384,800000,399384,424164,420000,19384,14.3,0,1,304007220050SE0005301Y9000_339,44
201311,200908,200908,201404,0,404780,399384,399384,404780,0,0,14.3,30,1,304007220050SE0005301Y9000_339,45
201312,200908,200908,201404,0,409539,399384,399384,414457,10155,10155,14.3,0,1,304007220050SE0005301Y9000_339,46
201401,200908,200908,201404,0,404302,399384,399384,409220,19672,9836,14.3,0,1,304007220050SE0005301Y9000_339,47
201402,200908,200908,201404,0,399384,399384,399384,403826,4442,4442,14.3,0,1,304007220050SE0005301Y9000_339,48
201403,200908,200908,201404,0,399384,399384,399384,404302,0,0,14.3,0,1,304007220050SE0005301Y9000_339,48
201404,200908,200908,201404,0,404302,399384,399384,409379,0,0,14.3,30,1,304007220050SE0005301Y9000_339,49
201405,200908,200908,201404,0,409062,399384,399384,419215,0,0,14.3,61,1,304007220050SE0005301Y9000_339,50
200909,200908,200908,201002,3000000,3000000,3000000,3000000,3000907,27224,27224,10.89,0,1,304007220050SE0005301Y9001_339,-5
200910,200908,200908,201002,0,3000000,3000000,3000000,3000909,5456,5456,10.91,0,1,304007220050SE0005301Y9001_339,-4
200911,200908,200908,201002,0,3022732,3000000,3000000,3023642,50043,50043,10.92,0,1,304007220050SE0005301Y9001_339,-3
200912,200908,200908,201002,0,3000000,3000000,3000000,3000911,5464,5464,10.93,0,1,304007220050SE0005301Y9001_339,-2
201001,200908,200908,201002,0,3022768,3000000,0,3023679,3040073,40073,10.93,0,2,304007220050SE0005301Y9001_339,-1
200909,200908,200908,200911,1764000,1646434,1644000,1524000,1646840,131158,11158,8.89,0,1,304007220050AA991208IZ1000_339,-5
200910,200908,200908,200911,0,1527011,1524000,1324000,1527388,208471,8471,8.91,0,1,304007220050AA991208IZ1000_339,-4
200911,200908,200908,200911,0,1329442,1324000,0,1329770,1332973,8336,8.92,0,2,304007220050AA991208IZ1000_339,-3
200909,200908,200908,200909,29000000,29062737,29000000,0,29067965,29151614,151614,6.49,0,2,304007220050AB930225B5A000_340,-5
200909,200908,200908,200909,3000000,3000000,3000000,0,3000541,3009194,9194,6.49,0,2,304007220050AB930225B5A001_342,-5
200909,200908,200908,201108,261500,263363,261500,251948,11513,11709,2157,13.5,0,1,304007220050AG000316CM1000_339,-5
200910,200908,200908,201108,0,254499,251948,242289,12305,12494,2834,13.5,0,1,304007220050AG000316CM1000_339,-4
200911,200908,200908,201108,0,244742,242289,232521,12312,12494,2726,13.5,0,1,304007220050AG000316CM1000_339,-3
200912,200908,200908,201108,0,234875,232521,222643,12319,12494,2616,13.5,0,1,304007220050AG000316CM1000_339,-2
201001,200908,200908,201108,0,224897,222643,212654,12327,12494,2505,13.5,0,1,304007220050AG000316CM1000_339,-1
201002,200908,200908,201108,0,214807,212654,202553,12334,12494,2392,13.5,0,1,304007220050AG000316CM1000_339,0
201003,200908,200908,201108,0,204604,202553,192338,12342,12494,2279,13.5,0,1,304007220050AG000316CM1000_339,1
201004,200908,200908,201108,0,194285,192338,182008,12357,12494,2059,13.5,0,1,304007220050AG000316CM1000_339,2
201005,200908,200908,201108,0,183851,182008,171562,12365,12494,1942,13.5,0,1,304007220050AG000316CM1000_339,3
201006,200908,200908,201108,0,173299,171562,160998,12373,12494,1823,13.5,0,1,304007220050AG000316CM1000_339,4
201007,200908,200908,201108,0,162628,160998,150316,12381,12494,1703,13.5,0,1,304007220050AG000316CM1000_339,5
201008,200908,200908,201108,0,151838,150316,152497,13542,12494,1713,13.5,0,1,304007220050AG000316CM1000_339,6
201009,200908,200908,201108,12984,154041,152497,140556,13551,13656,1595,13.5,0,1,304007220050AG000316CM1000_339,7
201010,200908,200908,201108,0,141979,140556,128481,13560,13656,1459,13.5,0,1,304007220050AG000316CM1000_339,8
201011,200908,200908,201108,0,129782,128481,116270,13569,13656,1322,13.5,0,1,304007220050AG000316CM1000_339,9
201012,200908,200908,201108,0,117447,116270,103922,13578,13656,1183,13.5,0,1,304007220050AG000316CM1000_339,10
201101,200908,200908,201108,0,104974,103922,91434,13588,13656,1043,13.5,0,1,304007220050AG000316CM1000_339,11
201102,200908,200908,201108,0,92360,91434,78807,13597,13656,901,13.5,0,1,304007220050AG000316CM1000_339,12
201103,200908,200908,201108,0,79605,78807,66037,13607,13656,757,13.5,0,1,304007220050AG000316CM1000_339,13
201104,200908,200908,201108,0,66705,66037,53123,13617,13656,612,13.5,0,1,304007220050AG000316CM1000_339,14
201105,200908,200908,201108,0,53661,53123,40064,13626,13656,465,13.5,0,1,304007220050AG000316CM1000_339,15
201106,200908,200908,201108,0,40470,40064,26859,13636,13656,317,13.5,0,1,304007220050AG000316CM1000_339,16
201107,200908,200908,201108,0,27131,26859,13505,13646,13656,167,13.5,0,1,304007220050AG000316CM1000_339,17
201108,200908,200908,201108,0,13641,13505,0,13656,13656,15,13.5,0,1,304007220050AG000316CM1000_339,18
200909,200908,200908,200911,3245000,3245000,3245000,3245000,3245846,25390,25390,9.39,0,1,304007220050AJ0305164YA000_340,-5
200910,200908,200908,200911,0,3245000,3245000,3245000,3245848,0,0,9.41,0,1,304007220050AJ0305164YA000_340,-4
200911,200908,200908,200911,0,3271296,3245000,0,3272144,3282336,35637,9.41,0,2,304007220050AJ0305164YA000_340,-3
200909,200908,200908,200909,1604167,1604167,1604167,0,1604496,1605156,990,7.39,0,2,304007220050AL860822RL8000_339,-5
200909,200908,200908,200909,1856410,1856410,1856410,0,1856791,1857174,764,7.39,0,2,304007220050AL860822RL8001_339,-5
200909,200908,200908,200911,500000,500000,500000,0,500103,501847,1847,7.39,0,2,304007220050AL860822RL8002_340,-5
200909,200908,200908,200911,313622,313622,313622,313622,313686,1935,1935,7.39,0,1,304007220050AL860822RL8003_341,-5
200910,200908,200908,200911,0,313622,313622,0,313686,314525,903,7.4,0,2,304007220050AL860822RL8003_341,-4
200909,200908,200908,200911,2653911,2653911,2653911,2653911,2654455,16376,16376,7.39,0,1,304007220050AL860822RL8004_342,-5
200910,200908,200908,200911,0,2653911,2653911,0,2654457,2664828,10917,7.4,0,2,304007220050AL860822RL8004_342,-4
200909,200908,200908,200911,100000,100000,100000,0,100021,100473,473,7.39,0,2,304007220050AL860822RL8005_341,-5
200909,200908,200908,200911,1054643,1054643,1054643,0,1054860,1059405,4762,7.39,0,2,304007220050AL860822RL8006_341,-5
200909,200908,200908,200909,203530,203530,203530,0,203572,204618,1005,7.39,0,2,304007220050AL860822RL8007_339,-5
200909,200908,200908,200909,100000,100000,100000,0,100021,100494,494,7.39,0,2,304007220050AL860822RL8008_339,-5
200909,200908,200908,200911,3400000,3404198,3400000,0,3405037,3412075,12075,8.89,0,2,304007220050BR831014MM5000_341,-5
200909,200908,200701,201101,9917314,3839906,3891445,3672686,219636,243747,24989,8.15,0,1,304007220050CA940112MG4000_341,-5
200910,200908,200701,201101,0,3672686,3578806,3363338,216283,215468,0,8.15,0,1,304007220050CA940112MG4000_341,-4
200911,200908,200701,201101,0,3386991,3363338,3091579,236344,256738,44378,8.15,0,1,304007220050CA940112MG4000_341,-3
200912,200908,200701,201101,0,3091579,3091579,2910495,217756,237512,20474,8.15,0,1,304007220050CA940112MG4000_341,-2
201001,200908,200701,201101,0,2910495,2910495,2681073,217576,216925,0,8.15,0,1,304007220050CA940112MG4000_341,-1
201002,200908,200701,201101,0,2700080,2681073,2418539,233804,234392,19868,8.15,0,1,304007220050CA940112MG4000_341,0
201003,200908,200701,201101,0,2432786,2418539,2123983,224343,238770,28693,8.15,0,1,304007220050CA940112MG4000_341,1
201004,200908,200701,201101,0,2123983,2123986,1903463,211136,221973,13164,8.15,0,1,304007220050CA940112MG4000_341,2
201005,200908,200701,201101,0,1903463,1903463,1782762,223416,234571,12662,8.15,0,1,304007220050CA940112MG4000_341,3
201006,200908,200701,201101,0,1782762,1782762,1551235,224054,232380,10586,8.15,0,1,304007220050CA940112MG4000_341,4
201007,200908,200701,201101,0,1551235,1551235,1307006,230962,220244,9222,8.15,0,1,304007220050CA940112MG4000_341,5
201008,200908,200701,201101,0,1316228,1307006,1130382,232460,248227,8038,8.15,0,1,304007220050CA940112MG4000_341,6
201009,200908,200701,201101,0,1130382,1130382,859447,224140,228079,5887,8.15,0,1,304007220050CA940112MG4000_341,7
201010,200908,200701,201101,0,859447,859447,622333,225211,219305,4417,8.15,0,1,304007220050CA940112MG4000_341,8
201011,200908,200701,201101,0,626750,622333,405836,224685,230207,2807,8.15,0,1,304007220050CA940112MG4000_341,9
201012,200908,200701,201101,0,405836,405836,179545,179585,223800,1310,8.15,0,1,304007220050CA940112MG4000_341,10
201101,200908,200701,201101,0,179545,179545,0,176790,176790,120,8.15,0,1,304007220050CA940112MG4000_341,11
200909,200908,200708,201004,542656,143246,145169,127089,18107,18876,796,7.5,0,1,304007220050CA940112MG4001_341,-5
200910,200908,200708,201004,0,127089,123840,106077,17776,17750,0,7.5,0,1,304007220050CA940112MG4001_341,-4
200911,200908,200708,201004,0,106774,106077,86677,18224,18754,1227,7.5,0,1,304007220050CA940112MG4001_341,-3
200912,200908,200708,201004,0,86677,86677,69824,17887,18318,457,7.5,0,1,304007220050CA940112MG4001_341,-2
201001,200908,200708,201004,0,69824,69824,51636,17901,17888,0,7.5,0,1,304007220050CA940112MG4001_341,-1
201002,200908,200708,201004,0,51987,51636,33041,18028,18041,358,7.5,0,1,304007220050CA940112MG4001_341,0
201003,200908,200708,201004,0,33220,33041,14686,17374,17460,271,7.5,0,1,304007220050CA940112MG4001_341,1
201004,200908,200708,201004,0,14686,14690,0,14625,14625,15,7.5,0,1,304007220050CA940112MG4001_341,2
200909,200908,200607,201004,8312645,730398,739689,660243,80134,84627,5181,8.44,0,1,304007220050CA940112MG4002_341,-5
200910,200908,200607,201004,0,660243,643366,564913,78611,78467,0,8.44,0,1,304007220050CA940112MG4002_341,-4
200911,200908,200607,201004,0,569028,564913,477313,81666,85024,7414,8.44,0,1,304007220050CA940112MG4002_341,-3
200912,200908,200607,201004,0,477313,477313,403789,79192,82028,2953,8.44,0,1,304007220050CA940112MG4002_341,-2
201001,200908,200607,201004,0,403789,403789,322773,79386,79282,0,8.44,0,1,304007220050CA940112MG4002_341,-1
201002,200908,200607,201004,0,325193,322773,238570,80788,80788,2377,8.44,0,1,304007220050CA940112MG4002_341,0
201003,200908,200607,201004,0,240142,238570,154034,77720,78842,2626,8.44,0,1,304007220050CA940112MG4002_341,1
201004,200908,200607,201004,0,154034,154032,76861,76879,76952,630,8.44,0,1,304007220050CA940112MG4002_341,2
201005,200908,200607,201004,0,76861,76861,0,81005,81005,57,8.44,0,1,304007220050CA940112MG4002_341,3
200909,200908,200805,201104,2898799,1665168,1687518,1600880,86988,96851,10228,7.65,0,1,304007220050CA940112MG4003_341,-5
200910,200908,200805,201104,0,1600880,1559959,1474655,85632,85304,0,7.65,0,1,304007220050CA940112MG4003_341,-4
200911,200908,200805,201104,0,1484385,1474655,1364595,93897,102331,18314,7.65,0,1,304007220050CA940112MG4003_341,-3
200912,200908,200805,201104,0,1364595,1364595,1294609,86143,94401,8545,7.65,0,1,304007220050CA940112MG4003_341,-2
201001,200908,200805,201104,0,1294609,1294609,1203289,86034,85761,0,7.65,0,1,304007220050CA940112MG4003_341,-1
201002,200908,200805,201104,0,1211290,1203289,1096974,92888,93131,8356,7.65,0,1,304007220050CA940112MG4003_341,0
201003,200908,200805,201104,0,1103030,1096974,975622,89101,95328,12294,7.65,0,1,304007220050CA940112MG4003_341,1
201004,200908,200805,201104,0,975622,975626,887802,83364,88191,5747,7.65,0,1,304007220050CA940112MG4003_341,2
201005,200908,200805,201104,0,887802,887802,847408,88156,93236,5638,7.65,0,1,304007220050CA940112MG4003_341,3
201006,200908,200805,201104,0,847408,847408,755286,88394,92330,4833,7.65,0,1,304007220050CA940112MG4003_341,4
201007,200908,200805,201104,0,755286,755286,656738,91767,86869,4345,7.65,0,1,304007220050CA940112MG4003_341,5
201008,200908,200805,201104,0,661083,656738,592967,91611,99356,3945,7.65,0,1,304007220050CA940112MG4003_341,6
201009,200908,200805,201104,0,592967,592967,479857,88321,90618,3078,7.65,0,1,304007220050CA940112MG4003_341,7
201010,200908,200805,201104,0,479857,479857,383522,89487,86391,2545,7.65,0,1,304007220050CA940112MG4003_341,8
201011,200908,200805,201104,0,386067,383522,299732,88465,92260,1930,7.65,0,1,304007220050CA940112MG4003_341,9
201012,200908,200805,201104,0,299732,299732,209351,88131,88970,1398,7.65,0,1,304007220050CA940112MG4003_341,10
201101,200908,200805,201104,0,209351,209351,119323,81002,87518,841,7.65,0,1,304007220050CA940112MG4003_341,11
201102,200908,200805,201104,0,119323,119323,38203,25238,80916,245,7.65,0,1,304007220050CA940112MG4003_341,12
201103,200908,200805,201104,0,38203,38203,12761,12763,24907,89,7.65,0,1,304007220050CA940112MG4003_341,13
201104,200908,200805,201104,0,12761,12761,0,12355,12355,3,7.65,0,1,304007220050CA940112MG4003_341,14
200909,200908,200511,200909,16169255,173509,175838,0,175879,175879,40,8.7,0,2,304007220050CA940112MG4004_341,-5
200909,200908,200510,200910,2405072,18720,18971,12697,6369,6369,81,8.09,0,1,304007220050CA940112MG4005_341,-5
200910,200908,200510,200910,0,12697,12372,0,6166,12412,39,8.09,0,2,304007220050CA940112MG4005_341,-4
200909,200908,200611,200910,3579443,177091,179468,63295,116200,116591,432,7.63,0,1,304007220050CA940112MG4006_341,-5
200910,200908,200611,200910,0,63295,61677,0,61690,61690,13,7.63,0,2,304007220050CA940112MG4006_341,-4
200909,200908,200711,201109,55823452,32104596,32535499,31326369,1215715,1399932,190815,7.3,0,1,304007220050CA940112MG4007_341,-5
200910,200908,200711,201109,0,31326369,30525611,29333806,1197997,1191818,0,7.3,0,1,304007220050CA940112MG4007_341,-4
200911,200908,200711,201109,0,29518442,29333806,27643705,1359261,1522296,350261,7.3,0,1,304007220050CA940112MG4007_341,-3
200912,200908,200711,201109,0,27643705,27643705,26766385,1204467,1367294,168498,7.3,0,1,304007220050CA940112MG4007_341,-2
201001,200908,200711,201109,0,26766385,26766385,25455950,1200909,1195510,0,7.3,0,1,304007220050CA940112MG4007_341,-1
201002,200908,200711,201109,0,25616947,25455950,23818761,1344667,1349726,168246,7.3,0,1,304007220050CA940112MG4007_341,0
201003,200908,200711,201109,0,23944345,23818761,21825396,1287216,1419992,258622,7.3,0,1,304007220050CA940112MG4007_341,1
201004,200908,200711,201109,0,21825396,21825400,20556723,1163871,1274533,126218,7.3,0,1,304007220050CA940112MG4007_341,2
201005,200908,200711,201109,0,20556723,20556723,20428356,1228794,1350522,129158,7.3,0,1,304007220050CA940112MG4007_341,3
201006,200908,200711,201109,0,20428356,20428356,19098872,1233368,1334398,116432,7.3,0,1,304007220050CA940112MG4007_341,4
201007,200908,200711,201109,0,19098872,19098872,17593075,1328686,1210484,110838,7.3,0,1,304007220050CA940112MG4007_341,5
201008,200908,200711,201109,0,17703912,17593075,17055032,1275822,1487551,107723,7.3,0,1,304007220050CA940112MG4007_341,6
201009,200908,200711,201109,0,17055032,17055032,15102104,1231276,1309616,92118,7.3,0,1,304007220050CA940112MG4007_341,7
201010,200908,200711,201109,0,15102104,15102104,13586388,1295728,1202762,85649,7.3,0,1,304007220050CA940112MG4007_341,8
201011,200908,200711,201109,0,13672038,13586388,12507183,1232559,1382687,76333,7.3,0,1,304007220050CA940112MG4007_341,9
201012,200908,200711,201109,0,12507183,12507183,11171502,1225911,1288971,70472,7.3,0,1,304007220050CA940112MG4007_341,10
201101,200908,200711,201109,0,11171502,11171502,9788605,1213611,1266322,62265,7.3,0,1,304007220050CA940112MG4007_341,11
201102,200908,200711,201109,0,9788605,9788605,8544723,1221588,1255829,48760,7.3,0,1,304007220050CA940112MG4007_341,12
201103,200908,200711,201109,0,8544723,8544723,7205189,1203815,1245460,45536,7.3,0,1,304007220050CA940112MG4007_341,13
201104,200908,200711,201109,0,7205189,7205189,5810981,1209185,1164171,35586,7.3,0,1,304007220050CA940112MG4007_341,14
201105,200908,200711,201109,0,5846567,5810981,4658760,1184689,1243030,29763,7.3,0,1,304007220050CA940112MG4007_341,15
201106,200908,200711,201109,0,4658760,4658760,3518535,1207531,1220217,21647,7.3,0,1,304007220050CA940112MG4007_341,16
201107,200908,200711,201109,0,3518535,3518535,2315563,1230980,1208825,14801,7.3,0,1,304007220050CA940112MG4007_341,17
201108,200908,200711,201109,0,2330364,2315563,1156568,1156802,1301491,7530,7.3,0,1,304007220050CA940112MG4007_341,18
201109,200908,200711,201109,0,1156568,1156568,0,1292774,1292774,262,7.3,0,1,304007220050CA940112MG4007_341,19
200909,200908,200804,201111,4380698,3002063,3042357,2951375,91684,111329,20334,8.26,0,1,304007220050CA940112MG4008_341,-5
200910,200908,200804,201111,0,2951375,2875932,2786132,90458,89800,0,8.26,0,1,304007220050CA940112MG4008_341,-4
200911,200908,200804,201111,0,2805972,2786132,2648584,108453,126122,37778,8.26,0,1,304007220050CA940112MG4008_341,-3
200912,200908,200804,201111,0,2648584,2648584,2588917,91082,108904,18436,8.26,0,1,304007220050CA940112MG4008_341,-2
201001,200908,200804,201111,0,2588917,2588917,2487539,90847,90262,0,8.26,0,1,304007220050CA940112MG4008_341,-1
201002,200908,200804,201111,0,2505310,2487539,2353735,107288,107850,18578,8.26,0,1,304007220050CA940112MG4008_341,0
201003,200908,200804,201111,0,2367777,2353735,2183614,101974,117005,29100,8.26,0,1,304007220050CA940112MG4008_341,1
201004,200908,200804,201111,0,2183614,2183610,2084655,88346,101362,14449,8.26,0,1,304007220050CA940112MG4008_341,2
201005,200908,200804,201111,0,2084655,2084655,2102956,93326,107561,15022,8.26,0,1,304007220050CA940112MG4008_341,3
201006,200908,200804,201111,0,2102956,2102956,1999139,93762,106119,13782,8.26,0,1,304007220050CA940112MG4008_341,4
201007,200908,200804,201111,0,1999139,1999139,1876367,106007,91861,13367,8.26,0,1,304007220050CA940112MG4008_341,5
201008,200908,200804,201111,0,1889734,1876367,1857821,97125,123194,13258,8.26,0,1,304007220050CA940112MG4008_341,6
201009,200908,200804,201111,0,1857821,1857821,1685181,93815,104150,11621,8.26,0,1,304007220050CA940112MG4008_341,7
201010,200908,200804,201111,0,1685181,1685181,1558768,103373,91492,11108,8.26,0,1,304007220050CA940112MG4008_341,8
201011,200908,200804,201111,0,1569876,1558768,1482042,94054,114304,10223,8.26,0,1,304007220050CA940112MG4008_341,9
201012,200908,200804,201111,0,1482042,1482042,1375320,93618,102640,9804,8.26,0,1,304007220050CA940112MG4008_341,10
201101,200908,200804,201111,0,1375320,1375320,1261494,92752,100845,9036,8.26,0,1,304007220050CA940112MG4008_341,11
201102,200908,200804,201111,0,1261494,1261494,1164635,93417,99618,7503,8.26,0,1,304007220050CA940112MG4008_341,12
201103,200908,200804,201111,0,1164635,1164635,1053979,92148,99146,7518,8.26,0,1,304007220050CA940112MG4008_341,13
201104,200908,200804,201111,0,1053979,1053979,931324,96326,88968,6431,8.26,0,1,304007220050CA940112MG4008_341,14
201105,200908,200804,201111,0,937755,931324,845308,90826,102585,6054,8.26,0,1,304007220050CA940112MG4008_341,15
201106,200908,200804,201111,0,845308,845308,764128,92635,97048,5281,8.26,0,1,304007220050CA940112MG4008_341,16
201107,200908,200804,201111,0,764128,764128,672786,83982,92613,4807,8.26,0,1,304007220050CA940112MG4008_341,17
201108,200908,200804,201111,0,677592,672786,624382,206701,92611,4460,8.26,0,1,304007220050CA940112MG4008_341,18
201109,200908,200804,201111,0,624382,624382,466935,232693,234104,3267,8.26,0,1,304007220050CA940112MG4008_341,19
201110,200908,200804,201111,0,466935,466935,223834,223885,223892,1745,8.26,0,1,304007220050CA940112MG4008_341,20
201111,200908,200804,201111,0,223834,223834,0,16986,16986,53,8.26,0,1,304007220050CA940112MG4008_341,21
200909,200908,200708,201108,8514660,4367118,4366972,4366972,626875,0,0,7.94,0,1,304007220050CA940112MG4009_341,-5
200910,200908,200708,201108,0,4454621,4255344,3702685,639001,639001,86342,7.94,0,1,304007220050CA940112MG4009_341,-4
200911,200908,200708,201108,0,3727180,3702685,3637294,578778,0,0,7.94,0,1,304007220050CA940112MG4009_341,-3
200912,200908,200708,201108,0,3685430,3637294,3679593,609864,0,0,7.94,0,1,304007220050CA940112MG4009_341,-2
201001,200908,200708,201108,0,3753441,3679593,3105843,632289,634722,76771,7.94,0,1,304007220050CA940112MG4009_341,-1
201002,200908,200708,201108,0,3124342,3105843,3050242,579151,0,0,7.94,0,1,304007220050CA940112MG4009_341,0
201003,200908,200708,201108,0,3087244,3050242,2943696,577109,0,0,7.94,0,1,304007220050CA940112MG4009_341,1
201004,200908,200708,201108,0,2999529,2943698,2389701,561667,596519,16405,7.94,0,1,304007220050CA940112MG4009_341,2
201005,200908,200708,201108,0,2402878,2389701,2516761,608738,0,17208,7.94,0,1,304007220050CA940112MG4009_341,3
201006,200908,200708,201108,0,2547846,2516761,2503022,621977,0,16562,7.94,0,1,304007220050CA940112MG4009_341,4
201007,200908,200708,201108,0,2550499,2503022,1899246,589036,612360,13110,7.94,0,1,304007220050CA940112MG4009_341,5
201008,200908,200708,201108,0,1911813,1899246,1977661,626877,0,13522,7.94,0,1,304007220050CA940112MG4009_341,6
201009,200908,200708,201108,0,2004268,1977661,1892382,612367,0,12521,7.94,0,1,304007220050CA940112MG4009_341,7
201010,200908,200708,201108,0,1930363,1892382,1291093,582307,599677,8951,7.94,0,1,304007220050CA940112MG4009_341,8
201011,200908,200708,201108,0,1299636,1291093,1304455,596965,0,8631,7.94,0,1,304007220050CA940112MG4009_341,9
201012,200908,200708,201108,0,1321718,1304455,1292234,600207,0,8835,7.94,0,1,304007220050CA940112MG4009_341,10
201101,200908,200708,201108,0,1318170,1292234,706750,475631,591159,5206,7.94,0,1,304007220050CA940112MG4009_341,11
201102,200908,200708,201108,0,711114,706750,704092,478191,0,4348,7.94,0,1,304007220050CA940112MG4009_341,12
201103,200908,200708,201108,0,712788,704092,692588,475113,0,4735,7.94,0,1,304007220050CA940112MG4009_341,13
201104,200908,200708,201108,0,705877,692588,223537,109872,459928,1578,7.94,0,1,304007220050CA940112MG4009_341,14
201105,200908,200708,201108,0,224967,223537,224511,111885,0,1535,7.94,0,1,304007220050CA940112MG4009_341,15
201106,200908,200708,201108,0,227482,224511,227322,114790,0,1504,7.94,0,1,304007220050CA940112MG4009_341,16
201107,200908,200708,201108,0,231835,227322,117289,118091,114981,826,7.94,0,1,304007220050CA940112MG4009_341,17
201108,200908,200708,201108,0,118065,117289,0,124180,124180,27,7.94,0,1,304007220050CA940112MG4009_341,18
200909,200908,200510,200912,2045126,90456,91670,73617,27,18580,513,8.34,0,1,304007220050CA940112MG4010_341,-5
200910,200908,200510,200912,0,73617,71735,36117,17763,35986,381,8.34,0,1,304007220050CA940112MG4010_341,-4
200911,200908,200510,200912,0,36130,36117,35479,17682,258,258,8.34,0,1,304007220050CA940112MG4010_341,-3
200912,200908,200510,200912,0,35479,35479,0,17887,36036,131,8.34,0,1,304007220050CA940112MG4010_341,-2
200909,200908,200701,200912,5054352,153192,155248,116902,38387,39116,756,7.72,0,1,304007220050CA940112MG4011_341,-5
200910,200908,200701,200912,0,116902,113913,76258,37669,37642,0,7.72,0,1,304007220050CA940112MG4011_341,-4
200911,200908,200701,200912,0,76771,76258,37714,37727,37972,775,7.72,0,1,304007220050CA940112MG4011_341,-3
200912,200908,200701,200912,0,37714,37714,0,38152,38152,13,7.72,0,1,304007220050CA940112MG4011_341,-2
200909,200908,200708,201007,573465,46679,47306,43150,4169,4426,283,7.7,0,1,304007220050CA940112MG4012_341,-5
200910,200908,200708,201007,0,43150,42047,37958,4089,4076,0,7.7,0,1,304007220050CA940112MG4012_341,-4
200911,200908,200708,201007,0,38221,37958,33271,4288,4495,465,7.7,0,1,304007220050CA940112MG4012_341,-3
200912,200908,200708,201007,0,33271,33271,29542,4116,4312,196,7.7,0,1,304007220050CA940112MG4012_341,-2
201001,200908,200708,201007,0,29542,29542,25304,4124,4111,0,7.7,0,1,304007220050CA940112MG4012_341,-1
201002,200908,200708,201007,0,25473,25304,20788,4242,4242,179,7.7,0,1,304007220050CA940112MG4012_341,0
201003,200908,200708,201007,0,20903,20788,16104,4081,4180,222,7.7,0,1,304007220050CA940112MG4012_341,1
201004,200908,200708,201007,0,16104,16099,12058,3984,4035,82,7.7,0,1,304007220050CA940112MG4012_341,2
201005,200908,200708,201007,0,12058,12058,8506,4220,4252,59,7.7,0,1,304007220050CA940112MG4012_341,3
201006,200908,200708,201007,0,8506,8506,4264,4265,4224,28,7.7,0,1,304007220050CA940112MG4012_341,4
201007,200908,200708,201007,0,4264,4264,0,4199,4199,1,7.7,0,1,304007220050CA940112MG4012_341,5
200909,200908,200510,200912,511288,22621,22924,18404,4642,4642,135,8.34,0,1,304007220050CA940112MG4013_341,-5
200910,200908,200510,200912,0,18404,17934,9033,4444,8993,92,8.34,0,1,304007220050CA940112MG4013_341,-4
200911,200908,200510,200912,0,9033,9033,8873,4417,65,65,8.34,0,1,304007220050CA940112MG4013_341,-3
200912,200908,200510,200912,0,8873,8873,0,4469,9002,39,8.34,0,1,304007220050CA940112MG4013_341,-2
200909,200908,200805,201305,24890599,15870743,15870743,15231454,4748,776182,136894,10.77,0,1,304007220050CA940112MG4014_341,-5
200910,200908,200805,201305,0,15231454,15231454,14580858,655153,650596,0,10.77,0,1,304007220050CA940112MG4014_341,-4
200911,200908,200805,201305,0,14716278,14580858,13924814,795825,917027,260984,10.77,0,1,304007220050CA940112MG4014_341,-3
200912,200908,200805,201305,0,13924814,13924814,13270944,658036,777142,123273,10.77,0,1,304007220050CA940112MG4014_341,-2
