cve_periodo,cve_periodo_alta,dat_fecha_disposicion,dat_fecha_vencimiento,dat_monto_credito_dispuesto,dat_responsabilidad_total,dat_saldo_princ_inicio,dat_saldo_princ_fin,dat_monto_pago_exigible_acred,dat_monto_pagado_efec_acred,dat_monto_intereses_pagados,dat_tasa_bruta_periodo,dat_num_vencidos,cve_situacion_credito,id_disposicion,ventana
201306,200908,200908,201308,0,35330,35106,23535,12096,11966,395,13.5,0,1,304007220050TA961112N9A000_341,40
201307,200908,200908,201308,0,23685,23535,11833,12098,11966,265,13.5,0,1,304007220050TA961112N9A000_341,41
201308,200908,200908,201308,0,11909,11833,0,133,11966,133,13.5,0,1,304007220050TA961112N9A000_341,42
200909,200908,200908,201206,160033,160906,160033,155509,5443,5443,919,10.33,0,1,304007220050UC9310041IA000_339,-5
200910,200908,200908,201206,0,156804,155509,151405,5444,5444,1340,10.34,0,1,304007220050UC9310041IA000_339,-4
200911,200908,200908,201206,0,152712,151405,147310,5446,5446,1351,10.36,0,1,304007220050UC9310041IA000_339,-3
200912,200908,200908,201206,0,148541,147310,143135,5448,5448,1274,10.37,0,1,304007220050UC9310041IA000_339,-2
201001,200908,200908,201206,0,144373,143135,138966,5448,5448,1279,10.38,0,1,304007220050UC9310041IA000_339,-1
201002,200908,200908,201206,0,140168,138966,134760,5448,5453,1242,10.36,0,1,304007220050UC9310041IA000_339,0
201003,200908,200908,201206,0,135807,134760,130400,5446,5449,1086,10.37,0,1,304007220050UC9310041IA000_339,1
201004,200908,200908,201206,0,131526,130400,126117,5447,5447,1091,10.37,0,1,304007220050UC9310041IA000_339,2
201005,200908,200908,201206,0,127171,126117,121760,5448,5455,1090,10.38,0,1,304007220050UC9310041IA000_339,3
201006,200908,200908,201206,0,122813,121760,117400,5449,5448,1018,10.4,0,1,304007220050UC9310041IA000_339,4
201007,200908,200908,201206,0,118383,117400,112968,5448,5478,1012,10.39,0,1,304007220050UC9310041IA000_339,5
201008,200908,200908,201206,0,113945,112968,108530,5447,5448,970,10.37,0,1,304007220050UC9310041IA000_339,6
201009,200908,200908,201206,0,109467,108530,104052,5445,5447,899,10.36,0,1,304007220050UC9310041IA000_339,7
201010,200908,200908,201206,0,104920,104052,99504,5445,5445,888,10.35,0,1,304007220050UC9310041IA000_339,8
201011,200908,200908,201206,0,100363,99504,94946,5442,5450,818,10.32,0,1,304007220050UC9310041IA000_339,9
201012,200908,200908,201206,0,95736,94946,90320,5442,5442,804,10.32,0,1,304007220050UC9310041IA000_339,10
201101,200908,200908,201206,0,91097,90320,85681,5444,5448,764,10.34,0,1,304007220050UC9310041IA000_339,11
201102,200908,200908,201206,0,86419,85681,80999,5442,5444,651,10.31,0,1,304007220050UC9310041IA000_339,12
201103,200908,200908,201206,0,81626,80999,76206,5441,5442,677,10.29,0,1,304007220050UC9310041IA000_339,13
201104,200908,200908,201206,0,76860,76206,71441,5441,5441,614,10.29,0,1,304007220050UC9310041IA000_339,14
201105,200908,200908,201206,0,72033,71441,66612,5442,5441,592,10.3,0,1,304007220050UC9310041IA000_339,15
201106,200908,200908,201206,0,67184,66612,61761,5442,5442,531,10.3,0,1,304007220050UC9310041IA000_339,16
201107,200908,200908,201206,0,62273,61761,56849,5442,5442,505,10.29,0,1,304007220050UC9310041IA000_339,17
201108,200908,200908,201206,0,57336,56849,51910,5441,5442,460,10.27,0,1,304007220050UC9310041IA000_339,18
201109,200908,200908,201206,0,52354,51910,46928,5441,5441,403,10.26,0,1,304007220050UC9310041IA000_339,19
201110,200908,200908,201206,0,47316,46928,41888,5440,5441,370,10.23,0,1,304007220050UC9310041IA000_339,20
201111,200908,200908,201206,0,42245,41888,36816,5442,5440,316,10.25,0,1,304007220050UC9310041IA000_339,21
201112,200908,200908,201206,0,37120,36816,31689,5442,5442,281,10.25,0,1,304007220050UC9310041IA000_339,22
201201,200908,200908,201206,0,31960,31689,26526,5443,5442,236,10.25,0,1,304007220050UC9310041IA000_339,23
201202,200908,200908,201206,0,26753,26526,21318,5443,5443,177,10.23,0,1,304007220050UC9310041IA000_339,24
201203,200908,200908,201206,0,21488,21318,16051,5443,5443,143,10.23,0,1,304007220050UC9310041IA000_339,25
201204,200908,200908,201206,0,16188,16051,10749,5445,5443,93,10.22,0,1,304007220050UC9310041IA000_339,26
201205,200908,200908,201206,0,10837,10749,5397,5446,5444,49,10.19,0,1,304007220050UC9310041IA000_339,27
201206,200908,200908,201206,0,5443,5397,0,2,5444,47,10.19,0,1,304007220050UC9310041IA000_339,28
200909,200908,200908,200909,7082189,7100809,7082189,0,7102360,7127187,44998,7.89,0,2,304007220050CC061116G12000_340,-5
200909,200908,200908,200909,1263964,1267287,1263964,0,1267564,1271995,8031,7.89,0,2,304007220050CC061116G12001_340,-5
200909,200908,200908,200909,1009627,1010512,1009627,0,1010733,1015600,5973,7.89,0,2,304007220050CC061116G12002_341,-5
200909,200908,200908,200909,3471781,3480908,3471781,0,3481669,3493839,22059,7.89,0,2,304007220050CC061116G12003_340,-5
200909,200908,200908,200909,2784309,2794678,2784309,0,2795288,2801387,17078,7.89,0,2,304007220050CC061116G12004_340,-5
200909,200908,200908,200909,1303139,1309985,1303139,0,1310271,1311127,7988,7.88,0,2,304007220050CC061116G12005_339,-5
200909,200908,200908,200909,2635105,2637415,2635105,0,2637992,2650694,15589,7.89,0,2,304007220050CC061116G12006_341,-5
200909,200908,200908,200909,1637653,1646257,1637653,0,1646615,1647691,10038,7.88,0,2,304007220050CC061116G12007_339,-5
200909,200908,200908,200909,866271,869497,866271,0,869687,871585,5313,7.89,0,2,304007220050CC061116G12008_340,-5
200909,200908,200908,200909,2561679,2571219,2561679,0,2571780,2577391,15713,7.89,0,2,304007220050CC061116G12009_340,-5
200909,200908,200908,200909,12276000,12289451,12276000,0,12292141,12351326,75326,7.89,0,2,304007220050CD0712193VA000_341,-5
200909,200908,200908,200909,7961874,7982806,7961874,0,7984551,8012463,50590,7.89,0,2,304007220050CD0712193VA001_340,-5
200909,200908,200908,200911,15000000,15000000,15000000,15000000,15003425,102750,102750,8.22,0,1,304007220050CM8011131C2000_341,-5
200910,200908,200908,200911,0,15000000,15000000,15000000,15003425,0,0,8.22,0,1,304007220050CM8011131C2000_341,-4
200911,200908,200908,200911,0,15106175,15000000,0,15109600,15167825,167825,8.22,0,2,304007220050CM8011131C2000_341,-3
200909,200908,200908,200911,3000000,3000000,3000000,3000000,3000762,22848,22848,9.14,0,1,304007220050CS021107T53000_342,-5
200910,200908,200908,200911,0,3000000,3000000,3000000,3000763,22901,22901,9.16,0,1,304007220050CS021107T53000_342,-4
200911,200908,200908,200911,0,3000764,3000000,0,3001529,3021405,21405,9.17,0,2,304007220050CS021107T53000_342,-3
200909,200908,200908,201407,12750000,12817150,12750000,12750000,307457,130103,130103,11.85,0,1,304007220050EC920212PB9000_340,-5
200910,200908,200908,201407,0,12812953,12750000,12750000,303260,125906,125906,11.85,0,1,304007220050EC920212PB9000_340,-4
200911,200908,200908,201407,0,12817150,12750000,12750000,307457,130103,130103,11.85,0,1,304007220050EC920212PB9000_340,-3
200912,200908,200908,201407,0,12812953,12750000,12750000,303260,125906,125906,11.85,0,1,304007220050EC920212PB9000_340,-2
201001,200908,200908,201407,0,12817150,12750000,12750000,307457,130103,130103,11.85,0,1,304007220050EC920212PB9000_340,-1
201002,200908,200908,201407,0,12817150,12750000,12513890,307457,366213,130103,11.85,0,1,304007220050EC920212PB9000_340,0
201003,200908,200908,201407,0,12567439,12513890,12277780,293778,351455,115336,11.85,0,1,304007220050EC920212PB9000_340,1
201004,200908,200908,201407,0,12342443,12277780,12041670,299529,361400,120077,11.85,0,1,304007220050EC920212PB9000_340,2
201005,200908,200908,201407,0,12101126,12041670,11805560,302172,355077,121632,11.85,0,1,304007220050EC920212PB9000_340,3
201006,200908,200908,201407,0,11867736,11805560,11569450,297042,356576,115414,11.85,0,1,304007220050EC920212PB9000_340,4
201007,200908,200908,201407,0,11626574,11569450,11333340,299529,350361,116813,11.85,0,1,304007220050EC920212PB9000_340,5
201008,200908,200908,201407,0,11393029,11333340,11097230,298208,351757,114404,11.85,0,1,304007220050EC920212PB9000_340,6
201009,200908,200908,201407,0,11155675,11097230,10861120,293312,349496,108419,11.85,0,1,304007220050EC920212PB9000_340,7
201010,200908,200908,201407,0,10914747,10861120,10625010,295566,343826,109585,11.85,0,1,304007220050EC920212PB9000_340,8
201011,200908,200908,201407,0,10680968,10625010,10388900,290825,344529,103756,11.85,0,1,304007220050EC920212PB9000_340,9
201012,200908,200908,201407,0,10440195,10388900,10152790,292923,338700,104767,11.85,0,1,304007220050EC920212PB9000_340,10
201101,200908,200908,201407,0,10206261,10152790,9916680,291602,339711,102357,11.85,0,1,304007220050EC920212PB9000_340,11
201102,200908,200908,201407,0,9968908,9916680,9680570,280721,337301,90388,11.85,0,1,304007220050EC920212PB9000_340,12
201103,200908,200908,201407,0,9721995,9680570,9444460,288960,325333,97539,11.85,0,1,304007220050EC920212PB9000_340,13
201104,200908,200908,201407,0,9494201,9444460,9208350,284607,332483,92098,11.85,0,1,304007220050EC920212PB9000_340,14
201105,200908,200908,201407,0,9253816,9208350,8972240,286317,327042,92720,11.85,0,1,304007220050EC920212PB9000_340,15
201106,200908,200908,201407,0,9019494,8972240,8736130,282120,327664,87435,11.85,0,1,304007220050EC920212PB9000_340,16
201107,200908,200908,201407,0,8779265,8736130,8500020,283675,322379,87901,11.85,0,1,304007220050EC920212PB9000_340,17
201108,200908,200908,201407,0,8544787,8500020,8263910,282353,322846,85492,11.85,0,1,304007220050EC920212PB9000_340,18
201109,200908,200908,201407,0,8307433,8263910,8027800,278390,320436,80440,11.85,0,1,304007220050EC920212PB9000_340,19
201110,200908,200908,201407,0,8067437,8027800,7791690,279711,315385,80673,11.85,0,1,304007220050EC920212PB9000_340,20
201111,200908,200908,201407,0,7832726,7791690,7555580,275903,315618,75777,11.85,0,1,304007220050EC920212PB9000_340,21
201112,200908,200908,201407,0,7592886,7555580,7319470,277069,310721,75855,11.85,0,1,304007220050EC920212PB9000_340,22
201201,200908,200908,201407,0,7358019,7319470,7083360,275747,310799,73446,11.85,0,1,304007220050EC920212PB9000_340,23
201202,200908,200908,201407,0,7120666,7083360,6847250,269918,308701,66529,11.85,0,1,304007220050EC920212PB9000_340,24
201203,200908,200908,201407,0,6878804,6847250,6611140,273105,301628,68627,11.85,0,1,304007220050EC920212PB9000_340,25
201204,200908,200908,201407,0,6645959,6611140,6375030,300229,303571,64119,11.85,0,1,304007220050EC920212PB9000_340,26
201206,200908,200908,201407,0,6406507,6138920,5902810,295566,299219,62643,11.85,0,1,304007220050EC920212PB9000_340,28
201207,200908,200908,201407,0,5931955,5902810,5902810,533153,0,0,11.85,15,1,304007220050EC920212PB9000_340,29
201208,200908,200908,201407,0,5990945,5902810,5430590,352224,595951,116114,11.85,0,1,304007220050EC920212PB9000_340,30
201209,200908,200908,201407,0,5459191,5430590,5194480,291525,292146,55415,11.85,0,1,304007220050EC920212PB9000_340,31
201210,200908,200908,201407,0,5220128,5194480,4958370,287406,287757,51296,11.85,0,1,304007220050EC920212PB9000_340,32
201211,200908,200908,201407,0,4984484,4958370,4722260,286706,286862,50596,11.85,0,1,304007220050EC920212PB9000_340,33
201212,200908,200908,201407,0,4745576,4722260,4486150,282742,282742,46632,11.85,0,1,304007220050EC920212PB9000_340,34
201301,200908,200908,201407,0,4509777,4486150,4250040,281887,281887,45777,11.85,0,1,304007220050EC920212PB9000_340,35
201302,200908,200908,201407,0,4272424,4250040,4013930,279478,279478,43368,11.85,0,1,304007220050EC920212PB9000_340,36
201303,200908,200908,201407,0,4031106,4013930,3777820,273105,273105,36995,11.85,0,1,304007220050EC920212PB9000_340,37
201304,200908,200908,201407,0,3797717,3777820,3541710,274660,274660,38550,11.85,0,1,304007220050EC920212PB9000_340,38
201305,200908,200908,201407,0,3559197,3541710,3305600,271084,271084,34974,11.85,0,1,304007220050EC920212PB9000_340,39
201306,200908,200908,201407,0,3323009,3305600,3069490,269841,269841,33731,11.85,0,1,304007220050EC920212PB9000_340,40
201307,200908,200908,201407,0,3084646,3069490,2833380,266421,266421,30311,11.85,0,1,304007220050EC920212PB9000_340,41
201308,200908,200908,201407,0,2848302,2833380,2597270,265022,265022,28912,11.85,0,1,304007220050EC920212PB9000_340,42
201309,200908,200908,201407,0,2610949,2597270,2361160,262613,262613,26503,11.85,0,1,304007220050EC920212PB9000_340,43
201310,200908,200908,201407,0,2372818,2361160,2125050,259426,259426,23316,11.85,0,1,304007220050EC920212PB9000_340,44
201311,200908,200908,201407,0,2136242,2125050,1888940,257794,258471,21684,11.85,0,1,304007220050EC920212PB9000_340,45
201312,200908,200908,201407,0,1898267,1888940,1652830,254763,254763,18653,11.85,0,1,304007220050EC920212PB9000_340,46
201401,200908,200908,201407,0,1661535,1652830,1416720,252976,269869,16866,11.85,0,1,304007220050EC920212PB9000_340,47
201402,200908,200908,201407,0,1424181,1416720,1180610,250566,250566,14456,11.85,0,1,304007220050EC920212PB9000_340,48
201403,200908,200908,201407,0,1185662,1180610,944500,246991,247608,10881,11.85,0,1,304007220050EC920212PB9000_340,48
201404,200908,200908,201407,0,949474,944500,708390,245748,245903,9638,11.85,0,1,304007220050EC920212PB9000_340,49
201405,200908,200908,201407,0,711888,708390,472280,243105,243169,6995,11.85,0,1,304007220050EC920212PB9000_340,50
201406,200908,201302,201407,0,474767,472280,236170,240989,241302,4819,11.85,0,1,304007220050EC920212PB9000_340,51
201407,200908,200908,201407,0,237336,236170,0,2332,238502,2332,11.85,0,1,304007220050EC920212PB9000_340,52
200909,200908,200908,200911,4000000,4014320,4014320,4057439,4015758,0,0,12.89,0,1,304007220050ER040114EL5000_340,-5
200910,200908,200908,200911,0,4057439,4057439,4102550,4058894,0,0,12.91,0,1,304007220050ER040114EL5000_340,-4
200911,200908,200908,200911,0,4102550,4102550,0,4104023,4127589,25039,12.92,0,2,304007220050ER040114EL5000_340,-3
200909,200908,200908,200911,8696400,8705740,8705740,8799250,8708857,0,0,12.89,0,1,304007220050ER040114EL5001_341,-5
200910,200908,200908,200911,0,8799250,8799250,8897081,8802406,0,0,12.91,0,1,304007220050ER040114EL5001_341,-4
200911,200908,200908,200911,0,8897081,8897081,0,8900275,8960964,63883,12.92,0,2,304007220050ER040114EL5001_341,-3
200909,200908,200908,200911,16953000,16989421,16989421,17171909,16995504,0,0,12.89,0,1,304007220050ER040114EL5002_340,-5
200910,200908,200908,200911,0,17171909,17171909,17362827,17178068,0,0,12.91,0,1,304007220050ER040114EL5002_340,-4
200911,200908,200908,200911,0,17362827,17362827,0,17369061,17487499,112202,12.92,0,2,304007220050ER040114EL5002_340,-3
200909,200908,200908,201003,5646700,5658334,5658334,5693177,5659500,0,0,7.39,0,1,304007220050ER040114EL5003_340,-5
200910,200908,200908,201003,0,5693177,5693177,5729510,5694346,0,0,7.41,0,1,304007220050ER040114EL5003_340,-4
200911,200908,200908,201003,0,5729510,5729510,5764963,5730689,0,0,7.42,0,1,304007220050ER040114EL5003_340,-3
200912,200908,200908,201003,0,5764963,5764963,5801853,5766152,0,0,7.43,0,1,304007220050ER040114EL5003_340,-2
201001,200908,200908,201003,0,5801853,5801853,5838977,5803051,0,0,7.43,0,1,304007220050ER040114EL5003_340,-1
201002,200908,200908,201003,0,5838977,5838977,5872629,5840182,0,0,7.42,0,1,304007220050ER040114EL5003_340,0
201003,200908,200908,201003,0,5872629,5872629,0,5873837,5890778,18150,7.42,0,2,304007220050ER040114EL5003_340,1
200909,200908,200908,201003,24353300,24403476,24403476,24553748,24408504,0,0,7.39,0,1,304007220050ER040114EL5004_340,-5
200910,200908,200908,201003,0,24553748,24553748,24710445,24558788,0,0,7.41,0,1,304007220050ER040114EL5004_340,-4
200911,200908,200908,201003,0,24710445,24710445,24863347,24715532,0,0,7.42,0,1,304007220050ER040114EL5004_340,-3
200912,200908,200908,201003,0,24863347,24863347,25022450,24868475,0,0,7.43,0,1,304007220050ER040114EL5004_340,-2
201001,200908,200908,201003,0,25022450,25022450,25182558,25027615,0,0,7.43,0,1,304007220050ER040114EL5004_340,-1
201002,200908,200908,201003,0,25182558,25182558,25327693,25187756,0,0,7.42,0,1,304007220050ER040114EL5004_340,0
201003,200908,200908,201003,0,25327693,25327693,0,25332907,25405970,78276,7.42,0,2,304007220050ER040114EL5004_340,1
200909,200908,200908,200912,228055717,229367919,228055717,228055717,7668510,0,0,8.63,0,1,304007220050FJ071129NR9000_339,-5
200910,200908,200908,200912,0,231008172,228055717,228055717,9308762,0,0,8.63,0,1,304007220050FJ071129NR9000_339,-4
200911,200908,200908,200912,0,232703100,228055717,140133714,11003690,94073062,6151058,8.63,0,1,304007220050FJ071129NR9000_339,-3
200912,200908,200908,200912,0,140133714,140133714,0,38880986,140640919,507205,8.68,0,1,304007220050FJ071129NR9000_339,-2
200909,200908,200908,201102,1500000,1506050,1500000,1424189,82411,91861,15950,13.2,0,1,304007220050LE041223DT6000_340,-5
200910,200908,200908,201102,0,1430455,1424189,1347543,83434,92311,15666,13.2,0,1,304007220050LE041223DT6000_340,-4
200911,200908,200908,201102,0,1353967,1347543,1270055,84406,92806,15317,13.2,0,1,304007220050LE041223DT6000_340,-3
200912,200908,200908,201102,0,1275643,1270055,1191714,84395,92311,13971,13.2,0,1,304007220050LE041223DT6000_340,-2
201001,200908,200908,201102,0,1197394,1191714,1112511,85320,92902,13546,13.2,0,1,304007220050LE041223DT6000_340,-1
201002,200908,200908,201102,0,1117814,1112511,1032438,85785,92775,12646,13.2,0,1,304007220050LE041223DT6000_340,0
201003,200908,200908,201102,0,1036223,1032438,951483,85119,91554,10600,13.2,0,1,304007220050LE041223DT6000_340,1
201004,200908,200908,201102,0,956018,951483,869638,86891,92661,10106,13.2,0,1,304007220050LE041223DT6000_340,2
201005,200908,200908,201102,0,873464,869638,786892,87695,92311,9490,13.2,0,1,304007220050LE041223DT6000_340,3
201006,200908,200908,201102,0,790643,786892,703237,87928,92600,8288,13.2,0,1,304007220050LE041223DT6000_340,4
201007,200908,200908,201102,0,706331,703237,618661,88682,92311,7590,13.2,0,1,304007220050LE041223DT6000_340,5
201008,200908,200908,201102,0,621610,618661,533155,89184,92538,6625,13.2,0,1,304007220050LE041223DT6000_340,6
201009,200908,200908,201102,0,535696,533155,446708,89527,92507,5484,13.2,0,1,304007220050LE041223DT6000_340,7
201010,200908,200908,201102,0,448674,446708,359311,90203,92311,4661,13.2,0,1,304007220050LE041223DT6000_340,8
201011,200908,200908,201102,0,361023,359311,270952,90622,92443,3564,13.2,0,1,304007220050LE041223DT6000_340,9
201012,200908,200908,201102,0,272144,270952,181621,91246,92311,2654,13.2,0,1,304007220050LE041223DT6000_340,10
201101,200908,200908,201102,0,182486,181621,91307,91776,92378,1634,13.2,0,1,304007220050LE041223DT6000_340,11
201102,200908,200908,201102,0,91742,91307,0,92345,92345,603,13.2,0,1,304007220050LE041223DT6000_340,12
200909,200908,200908,200911,10000000,10010263,10000000,10000000,10012315,63631,63631,7.39,0,1,304007220050ME831111JP6000_341,-5
200910,200908,200908,200911,0,10008211,10000000,10000000,10010269,61737,61737,7.41,0,1,304007220050ME831111JP6000_341,-4
200911,200908,200908,200911,0,10010293,10000000,0,10012356,10057727,57727,7.42,0,2,304007220050ME831111JP6000_341,-3
200909,200908,200908,200911,14000000,14003068,14000000,14000000,14006136,95104,95104,7.89,0,1,304007220050MM061215FJ0000_341,-5
200910,200908,200908,200911,0,14000000,14000000,14000000,14003076,92288,92288,7.91,0,1,304007220050MM061215FJ0000_341,-4
200911,200908,200908,200911,0,14003081,14000000,0,14006163,14077035,77035,7.92,0,2,304007220050MM061215FJ0000_341,-3
200909,200908,200908,200911,2000000,2006258,2000000,2000000,2006780,16167,16167,9.39,0,1,304007220050MT890126BZ4000_340,-5
200910,200908,200908,200911,0,2005743,2000000,2000000,2006265,15663,15663,9.4,0,1,304007220050MT890126BZ4000_340,-4
200911,200908,200908,200911,0,2006285,2000000,0,2006809,2015188,15188,9.43,0,2,304007220050MT890126BZ4000_340,-3
200909,200908,200908,201001,18000000,16287297,16241077,16241077,16290856,71135,71135,7.89,0,1,304007220050TE961213I97000_339,-5
200910,200908,200908,201001,0,16322941,16241077,15273199,16326510,1106847,138969,7.91,0,1,304007220050TE961213I97000_339,-4
200911,200908,200908,201001,0,15323546,15273199,15153803,15326907,200000,80604,7.92,0,1,304007220050TE961213I97000_339,-3
200912,200908,200908,201001,0,15223853,15153803,10833904,15227190,4493412,173513,7.93,0,1,304007220050TE961213I97000_339,-2
201001,200908,200908,201001,0,10833904,10833904,0,10836290,10867311,33407,7.93,0,2,304007220050TE961213I97000_339,-1
200909,200908,200908,200911,3000000,3003965,3000000,3000000,3004626,0,0,7.93,0,1,304007220050AG841030T74000_341,-5
200910,200908,200908,200911,0,3023790,3000000,3000000,3024451,0,0,7.93,0,1,304007220050AG841030T74000_341,-4
200911,200908,200908,200911,0,3044276,3000000,0,3044937,3056832,56832,7.93,0,2,304007220050AG841030T74000_341,-3
200909,200908,200908,200909,912000,913754,912000,0,914004,918013,6013,9.89,0,2,304007220050AL920715RE7000_341,-5
200909,200908,200908,200909,168448,169003,168448,0,169049,169790,1342,9.89,0,2,304007220050AL920715RE7001_340,-5
200909,200908,200908,200909,3001586,3006533,3001586,0,3007358,3020551,18965,9.89,0,2,304007220050AL920715RE7002_341,-5
200909,200908,200908,200909,123799,124411,123799,0,124445,124989,1190,9.89,0,2,304007220050AL920715RE7003_340,-5
200909,200908,200908,200909,1180075,1181372,1180075,0,1181696,1186883,6807,9.89,0,2,304007220050AL920715RE7004_341,-5
200909,200908,200908,200909,70000000,70336389,70000000,0,70353208,70470944,470944,8.65,0,2,304007220050BC9701015J8000_339,-5
200909,200908,200906,201007,4545000,4545000,4545000,4545000,4545845,25336,25336,6.69,0,1,304007220050BC9701015J8001_341,-5
200910,200908,200906,201007,0,4545000,4545000,4545000,4545847,26263,26263,6.71,0,1,304007220050BC9701015J8001_341,-4
200911,200908,200906,201007,0,4545000,4545000,4545000,4545849,25466,25466,6.72,0,1,304007220050BC9701015J8001_341,-3
200912,200908,200906,201007,0,4545000,4545000,4545000,4545850,26336,26336,6.73,0,1,304007220050BC9701015J8001_341,-2
201001,200908,200906,201007,0,4545000,4545000,4545000,4545850,26343,26343,6.73,0,1,304007220050BC9701015J8001_341,-1
201002,200908,200906,201007,0,4545000,4545000,4545000,4545847,23728,23728,6.71,0,1,304007220050BC9701015J8001_341,0
201003,200908,200906,201007,0,4545000,4545000,4545000,4545848,26280,26280,6.72,0,1,304007220050BC9701015J8001_341,1
201004,200908,200906,201007,0,4545000,4545000,1570790,1571083,2987456,13245,6.73,0,1,304007220050BC9701015J8001_341,2
201005,200908,200906,201007,0,1570790,1570790,1570790,1571084,9106,9106,6.75,0,1,304007220050BC9701015J8001_341,3
201006,200908,200906,201007,0,1570790,1570790,0,1577853,1577853,7063,6.75,0,1,304007220050BC9701015J8001_341,4
200909,200908,200906,200910,788000,788000,788000,788000,788146,4393,4393,6.69,0,1,304007220050BC9701015J8002_341,-5
200910,200908,200906,200910,0,788000,788000,0,788147,792556,3378,6.71,0,2,304007220050BC9701015J8002_341,-4
200909,200908,200908,200909,5000000,5004938,5000000,0,5006172,5017282,17282,8.89,0,2,304007220050CC000106QS6000_341,-5
200909,200908,200908,200910,120000000,120000000,120000000,120000000,120025500,765000,765000,7.65,0,1,304007220050CC0512227F3000_342,-5
200910,200908,200908,200910,0,120000000,120000000,0,120025500,120127500,127500,7.65,0,2,304007220050CC0512227F3000_342,-4
200909,200908,200908,200909,3500000,3518319,3518319,0,3519288,3535173,13531,9.89,0,2,304007220050DG000308IC7000_339,-5
200909,200908,200908,200911,5000000,5010007,5000000,5000000,5010917,0,0,6.55,0,1,304007220050EN900313SEA000_340,-5
200910,200908,200908,200911,0,5037299,5000000,5000000,5038208,0,0,6.55,0,1,304007220050EN900313SEA000_340,-4
200911,200908,200908,200911,0,5065500,5000000,0,5066410,5081875,77326,6.55,0,2,304007220050EN900313SEA000_340,-3
200909,200908,200908,201208,1500000,1511568,1500000,1458333,53813,57283,15617,13.88,0,1,304007220050EO981218L60000_339,-5
200910,200908,200908,201208,0,1471273,1458333,958333,55169,515913,15913,13.89,0,1,304007220050EO981218L60000_339,-4
200911,200908,200908,201208,0,967226,958333,916667,50930,53895,12228,13.92,0,1,304007220050EO981218L60000_339,-3
200912,200908,200908,201208,0,924113,916667,875000,49468,51651,9929,13.93,0,1,304007220050EO981218L60000_339,-2
201001,200908,200908,201208,0,883129,875000,833333,50134,52168,10500,13.94,0,1,304007220050EO981218L60000_339,-1
201002,200908,200908,201208,0,841067,833333,791667,49723,51979,10312,13.9,0,1,304007220050EO981218L60000_339,0
201003,200908,200908,201208,0,797781,791667,750000,48087,50227,8561,13.93,0,1,304007220050EO981218L60000_339,1
201004,200908,200908,201208,0,756673,750000,708333,48240,50371,8331,13.92,0,1,304007220050EO981218L60000_339,2
201005,200908,200908,201208,0,714633,708333,666667,48121,49883,8114,13.94,0,1,304007220050EO981218L60000_339,3
201006,200908,200908,201208,0,672863,666667,625000,47476,49670,7374,13.94,0,1,304007220050EO981218L60000_339,4
201007,200908,200908,201208,0,630567,625000,583333,47312,48928,7113,13.94,0,1,304007220050EO981218L60000_339,5
201008,200908,200908,201208,0,588752,583333,541667,46482,49118,6638,13.91,0,1,304007220050EO981218L60000_339,6
201009,200908,200908,201208,0,546273,541667,500000,46302,47738,5908,13.91,0,1,304007220050EO981218L60000_339,7
201010,200908,200908,201208,0,504443,500000,458333,46090,47608,5599,13.9,0,1,304007220050EO981218L60000_339,8
201011,200908,200908,201208,0,462580,458333,416667,45356,47329,4945,13.86,0,1,304007220050EO981218L60000_339,9
201012,200908,200908,201208,0,420196,416667,375000,45280,46318,4592,13.88,0,1,304007220050EO981218L60000_339,10
201101,200908,200908,201208,0,378469,375000,333333,44881,46148,4097,13.89,0,1,304007220050EO981218L60000_339,11
201102,200908,200908,201208,0,336419,333333,291667,44024,45781,3274,13.86,0,1,304007220050EO981218L60000_339,12
201103,200908,200908,201208,0,293912,291667,250000,44070,44698,3093,13.84,0,1,304007220050EO981218L60000_339,13
201104,200908,200908,201208,0,252307,250000,208333,43589,44806,2515,13.84,0,1,304007220050EO981218L60000_339,14
201105,200908,200908,201208,0,210175,208333,166667,43141,44229,2131,13.85,0,1,304007220050EO981218L60000_339,15
201106,200908,200908,201208,0,168077,166667,125000,42821,43526,1555,13.85,0,1,304007220050EO981218L60000_339,16
201107,200908,200908,201208,0,126106,125000,83333,42468,43110,1106,13.84,0,1,304007220050EO981218L60000_339,17
201108,200908,200908,201208,0,84102,83333,41667,42050,42692,624,13.81,0,1,304007220050EO981218L60000_339,18
201109,200908,200908,201208,0,42034,41667,0,42146,42146,112,13.81,0,1,304007220050EO981218L60000_339,19
200909,200908,200908,200909,139250000,139353260,139250000,0,139387680,140317017,1067017,8.9,0,2,304007220050FA971015267000_341,-5
200909,200908,200908,200909,160745300,161261627,160745300,0,161301345,161857390,1112090,8.9,0,2,304007220050FA971015267001_340,-5
200909,200908,200908,200911,11000000,11012435,11000000,11000000,11014922,0,0,8.14,0,1,304007220050FE061004F65000_341,-5
200910,200908,200908,200911,0,11087070,11000000,11000000,11089561,0,0,8.15,0,1,304007220050FE061004F65000_341,-4
200911,200908,200908,200911,0,11164341,11000000,0,11166839,11224284,224284,8.17,0,2,304007220050FE061004F65000_341,-3
200909,200908,200908,200911,30000000,30047484,30000000,30000000,30054267,0,0,8.14,0,1,304007220050FE061004F65001_341,-5
200910,200908,200908,200911,0,30251050,30000000,30000000,30257840,0,0,8.15,0,1,304007220050FE061004F65001_341,-4
